"plugin_name","plugin_author","num_downloads","description","repo_url"
"Theme Toggler","By larsmagnus","947 downloads","Toggle the theme in Obsidian's panels.","https://github.com/larsmagnus/obsidian-theme-toggler"
"Update frontmatter modified date","By Alan Grainger","73 downloads","Automatically update a frontmatter modified date field when the file is modified","https://github.com/alangrainger/obsidian-frontmatter-modified-date"
"Regex Find/Replace","By Martin Eder","14,052 downloads","Provides a Find/Replace dialog which optionally supports regular expressions and scope (full document or text selection).","https://github.com/Gru80/obsidian-regex-replace"
"Shukuchi","By tadashi-aikawa","291 downloads","Teleport to links (URL or internal link) and jump to their destinations.","https://github.com/tadashi-aikawa/shukuchi"
"Quick Plugin Switcher","By 1C0D","640 downloads","Adds a ribbon icon to quickly switch plugins with filters (all, enabled, disabled, most switched)","https://github.com/1C0D/obsidian-quick-plugin-switcher"
"Taskbone OCR","By Dominik Schlund","9,576 downloads","Extract text from images and make it available for search.","https://github.com/schlundd/obsidian-ocr-plugin"
"Obsidian42 - WordNet Dictionary","By TfTHacker","8,806 downloads","Brings WordNet, a large lexical database of English developed by Princeton University to Obsidian.","https://github.com/TfTHacker/Obsidian-WordNet"
"Execute Python","By williamechols","136 downloads","lightweight Python code snippet executor with runtime input support","https://github.com/williamechols/obsidian-execute-python"
"Command Alias","By @Yajamon","2,171 downloads","Gives aliases to Obsidian commands.","https://github.com/yajamon/obsidian-command-alias-plugin"
"GPT Notes","By micahke","18,617 downloads","Generate notes on any subject using OpenAI's GPT-3.5 and GPT-4 language models.","https://github.com/micahke/obsidian-gpt3-notes"
"Fill in the Blank (FITB)","By Shawn McGee","141 downloads","Use --magic-- to render inline text as blank line(s) instead.","https://github.com/mister-mcgee/obsidian-fill-in-the-blank"
"Tabout","By phibr0","3,165 downloads","Easily 'tab out' of Links or other Markdown Formatting Characters.","https://github.com/phibr0/obsidian-tabout"
"Restore Tab Key","By jerrymk","1,623 downloads","Restore tab key behaviour: tab key inserts a tab, the way it should be.","https://github.com/jrymk/restore-tab-key"
"Consistent attachments and links","By Dmitry Savosh","10,698 downloads","Move note attachments and update links automatically.","https://github.com/dy-sh/obsidian-consistent-attachments-and-links"
"Spoiler Block","By AllJavi","1,649 downloads","Hide information until you want to reveal it.","https://github.com/AllJavi/spoiler-block-obsidian"
"Lineup Builder","By James Fallon","400 downloads","Build football lineups in Obsidian.","https://github.com/James-Fallon/obsidian-lineup-builder"
"Publish and GitHub URL","By kometenstaub","2,090 downloads","Copy or open the URL of the corresponding note on your Publish site. You can also open its Git commit history on GitHub.","https://github.com/kometenstaub/copy-publish-url"
"Canvas Random Note","By jmilldotdev","668 downloads","Add random notes from your vault to the Obsidian canvas.","https://github.com/jmilldotdev/obsidian-canvas-randomnote"
"Adjacency Matrix Maker","By SkepticMystic","2,115 downloads","Create an interactive adjacency matrix of your vault.","https://github.com/SkepticMystic/adjacency-matrix-maker"
"Add links to current note","By MrJackphil","6,620 downloads","Adds a command to add a link to the current note at the bottom of selected notes.","https://github.com/mrjackphil/obsidian-crosslink-between-notes"
"Toggle Meta Yaml","By hua","3,588 downloads","Toggle metadata YAML.","https://github.com/hua03/obsidian-toggle-meta-yaml-plugin"
"Breadcrumbs","By SkepticMystic","80,893 downloads","Visualise the hierarchy of your vault using a breadcrumb trail or matrix view.","https://github.com/SkepticMystic/breadcrumbs"
"Prominent Bookmarked Files","By Jeremy Valentine","4,090 downloads","Prominently display bookmarked notes in the file explorer.","https://github.com/javalent/prominent-files"
"Old Note Admonitor","By tadashi-aikawa","877 downloads","Show warnings if the note has not been updated for over specific days.","https://github.com/tadashi-aikawa/obsidian-old-note-admonitor"
"Chat View","By Aditya Majethia","7,623 downloads","Chat View lets you quickly and easily create elegant Chat UIs in your Markdown Files.","https://github.com/adifyr/obsidian-chat-view"
"Weather Fetcher","By fyears","3,185 downloads","Fetch and insert current weather into the editor of Obsidian.","https://github.com/fyears/weather-fetcher"
"Hotkey Helper","By PJ Eby","37,118 downloads","Easily see and access any plugin's settings or hotkey assignments (and conflicts) from the Community Plugins tab","https://github.com/pjeby/hotkey-helper"
"LinkShelf","By Joel Sequeira","54 downloads","Save links from your browser directly into Obsidian.","https://github.com/joelseq/obsidian-linkshelf"
"Extended MathJax","By Xavier Denis & Ng Wei En","17,497 downloads","Enables additional MathJax packages and adds a global preamble for MathJax.","https://github.com/wei2912/obsidian-latex"
"New Note New Window","By Pedro Reyes","906 downloads","Plugin for easily opening new notes in a floating window.","https://github.com/Pr0dt0s/new-note-new-window"
"TagMany","By Joshua Martius","284 downloads","This plugin allows you to add the same tag(s) to multiple notes in a folder (optionally including subfolders) at once.","https://github.com/joshua-martius/tagmany"
"Ozan's Image in Editor Plugin","By Ozan Tellioglu","207,528 downloads","View Images, Transclusions, iFrames and PDF Files within the Editor without a necessity to switch to Preview.","https://github.com/ozntel/oz-image-in-editor-obsidian"
"Week Planner","By Ralf Wirdemann","3,076 downloads","Defines commands for creating planning documents and moving tasks between them.","https://github.com/rwirdemann/obsidian-week-planner"
"@ Symbol Linking","By Evan Bonsignori","69 downloads","Adds ability to link with @ (the At Symbol) in Obsidian. Can scope @ linking to a specific directory e.g. Contacts/","https://github.com/Ebonsignori/obsidian-at-symbol-linking"
"Editor Commands Remap","By cactus5","967 downloads","Map hotkeys to editor commands.","https://github.com/c4ctus5/editor-commands-remap"
"Latex Matrices","By Daniele Susino","359 downloads","Speedup latex matrices writing.","https://github.com/Deltekk/Obsidian-Latex-Matrices"
"Hints Flow","By Hints","2,307 downloads","Save data directly to Obsidian with specified template. Capture from Telegram, WhatsApp, Slack, Email, SMS, Raycast and more.","https://github.com/slpbx/obsidian-plugin"
"Auto Hide Cursor","By Mo Ismat","33 downloads","Hides the cursor when scrolling and shows it again when moving the mouse.","https://github.com/moismat/obsidian-auto-hide-cursor"
"Obsidian Chess","By pmorim","890 downloads","All you need to create your chess-related notes.","https://github.com/pmorim/obsidian-chess"
"Markdoc","By Maciej Jur","256 downloads","Basic support for Markdoc files.","https://github.com/kamoshi/obsidian-markdoc"
"Group Snippets","By Mara-Li","1,201 downloads","Create folder of snippets to activate them in one click!","https://github.com/Lisandra-dev/obsidian-group-snippets"
"Inline Scripts","By Jonathan Heard","6,429 downloads","Type text shortcuts which are then replaced with JavaScript generated text.","https://github.com/jon-heard/obsidian-inline-scripts"
"Stenography","By bramses","1,107 downloads","Translate code blocks into simple English using Machine Learning with the Stenography API.","https://github.com/bramses/stenography-obsidian"
"Better Search Views","By Ivan Lednev","816 downloads","Upgrade global search, backlinks and queries with outliner-like context trees.","https://github.com/ivan-lednev/better-search-views"
"Big Calendar","By Boninall","20,337 downloads","A big calendar for Obsidian. All events from your daily notes OR tasks used TASKS/DATAVIEW/KANBAN format.","https://github.com/Quorafind/Obsidian-Big-Calendar"
"Smort","By Smort","654 downloads","Add Smort.io articles to Obsidian. Smort.io lets you easily edit, annotate and share articles.","https://github.com/SmortApp/obsidian-smort"
"Privacy Glasses","By Jill Alberts","31,161 downloads","Provides a ribbon icon and command to blur onscreen text for better privacy.","https://github.com/jillalberts/privacy-glasses"
"Canvas Conversation","By André Baltazar","2,550 downloads","Create a canvas conversation using ChatGPT.","https://github.com/AndreBaltazar8/obsidian-canvas-conversation"
"Text Format","By Benature","48,573 downloads","Format selected text upper/lower/capitalize.","https://github.com/Benature/obsidian-text-format"
"Advanced Merger","By Anto Keinänen","1,212 downloads","Merge a folder of notes for easier export.","https://github.com/antoKeinanen/obsidian-advanced-merger"
"Account Linker","By qwegat","827 downloads","Plugin for describing external service accounts in the frontmatter.","https://github.com/qwegat/Obsidian-Account-Linker"
"Git Url","By khuongduy354","243 downloads","This plugin create a url to your file on your git remote repo","https://github.com/khuongduy354/obsidian-git-url"
"Inbox","By Zachatoo","893 downloads","Show in app notification on startup if there is data to process in the inbox note.","https://github.com/Zachatoo/obsidian-inbox"
"Pieces for Developers","By Pieces For Developers","1,696 downloads","Streamline your coding workflow in Obsidian with the Pieces For Developers plugin, offering powerful features for capturing, managing, translating, and enhancing code snippets. (Closed Source)","https://github.com/pieces-app/obsidian-pieces"
"Audio Player","By noonesimg","2,905 downloads","Audio player with background playback, bookmarks and wave visualiser instead of the default HTML5 audio.","https://github.com/noonesimg/obsidian-audio-player"
"Floating Search","By Boninall","2,208 downloads","Search text by using Obsidian default search view.","https://github.com/Quorafind/Obsidian-Float-Search"
"Things Link","By @gavmn","2,716 downloads","Seamlessly link an Obsidian Note to a Things Project.","https://github.com/gavinmn/obsidian-things-link"
"Siteswap","By Tim Dresser","424 downloads","Visualize Juggling Pattern Siteswap via the JugglingLab gif server.","https://github.com/tdresser/obsidian-siteswap"
"Version History Diff (Sync, File Recovery & Git)","By kometenstaub","9,711 downloads","Diff the version history of the core Sync and File Recovery plugins and Git for the active file. Adds a command to open the core Sync version history as well.","https://github.com/kometenstaub/obsidian-version-history-diff"
"New Bullet With Time","By Boninall","1,301 downloads","Allows you to auto-add current time to new bullet lines.","https://github.com/Quorafind/Obsidian-New-Bullet-With-Time"
"Obsidian42 - BRAT","By TfTHacker","77,387 downloads","Easily install a beta version of a plugin for testing.","https://github.com/TfTHacker/obsidian42-brat"
